age,hrNo,jkNo,owNo,rcDist,sex,trNo,track,weather,wgHr,winOdds,rcNo,rcDate,hrName,meet,rcTime,predicted_time
3,46189,80550,113016,1300,2,70144,10,1.0,474,3.0,1,20230129,늘가을,서울,84.0,113.02092939799421
3,46610,80486,10226,1300,1,70110,10,1.0,453,1.7,1,20230129,터치참,서울,84.3,86.98845674065068
3,45575,80342,65154,1300,2,70166,10,1.0,498,7.8,1,20230129,인디언의별,서울,85.0,110.87115338417014
3,45341,80417,121002,1300,1,70199,10,1.0,456,80.7,1,20230129,스마트그린,서울,85.0,113.15462440596683
3,45368,80513,111067,1300,2,70053,10,1.0,456,38.3,1,20230129,베스트클론,서울,85.2,109.23268942751291
3,45444,80473,104112,1300,1,70225,10,1.0,464,69.5,1,20230129,성실핑크,서울,85.6,112.48764882188924
3,46118,80533,104011,1300,2,70197,10,1.0,443,25.2,1,20230129,카리즈마,서울,86.3,111.18537704474282
3,45815,80547,106204,1300,2,70144,10,1.0,470,140.3,1,20230129,원더풀리걸,서울,86.4,110.45659901953148
3,46597,80100,121021,1300,1,70152,10,1.0,475,60.8,1,20230129,내추럴클래스,서울,87.2,99.66366036461567
3,46207,80337,116054,1300,1,70170,10,1.0,444,80.9,1,20230129,태평무,서울,88.0,114.02267862483039
3,45791,80587,116057,1300,1,70091,10,1.0,459,23.1,1,20230129,바로챔피언,서울,88.1,110.92569134366339
3,45547,80603,10587,1300,2,70165,10,1.0,461,46.3,1,20230129,대장별,서울,0.0,99.92885904959074
3,45535,80587,105231,1200,2,70149,10,1.0,519,7.5,2,20230129,금전사,서울,76.9,108.05689655095055
3,45555,80486,10355,1200,2,70175,10,1.0,472,6.1,2,20230129,컴플리트리더,서울,77.4,96.73720746953494
3,45721,80100,121055,1200,3,70167,10,1.0,472,7.1,2,20230129,체크포인트,서울,78.3,100.85084838432793
3,46294,80547,106084,1200,1,70179,10,1.0,477,55.9,2,20230129,새벽불빛,서울,78.4,104.90532876694759
3,45798,80512,105208,1200,2,70144,10,1.0,494,25.2,2,20230129,디스위켄드,서울,78.6,106.24548803360175
3,46461,80435,121053,1200,2,70115,10,1.0,436,2.4,2,20230129,탐라최강자,서울,78.8,93.27305631694206
3,46390,80476,104102,1200,2,70160,10,1.0,424,20.6,2,20230129,검의전설,서울,78.9,100.4054411978518
3,45235,80550,122001,1200,2,70177,10,1.0,476,5.5,2,20230129,팬시플레이,서울,79.4,100.13183068610122
3,45419,80473,104112,1200,1,70225,10,1.0,490,36.4,2,20230129,성실인동,서울,80.1,107.75719714560226
3,45824,80582,106272,1200,3,70157,10,1.0,442,59.9,2,20230129,트롤,서울,80.8,99.65018581825824
3,45487,80513,110058,1200,2,70182,10,1.0,474,17.3,2,20230129,파이어굿,서울,81.5,105.80359527795143
